id,contents,from_address_id,to_address_id
920,"Desk calendar",7938,5074
921,Whiteboard,8403,3787
922,"Hole puncher",9506,7198
923,"Craft sticks",8145,9611
924,"Sewing machine needles",8148,1408
925,"USB drive",4647,8031
926,"Activity book",1781,4437
927,Zippers,6664,882
928,Book,7907,1429
929,"Glitter glue",2295,2264
930,Zippers,7465,4479
931,Sequins,6049,6615
932,"Carbon paper",7025,837
933,"Paper towels",8571,951
934,Bucket,4060,1879
935,Dustpan,1066,8061
936,DVD,1697,8953
937,Chalk,6951,4813
938,"Scrapbook paper",2606,1676
939,Apron,4240,3643
940,"Sealing wax",9664,6882
941,Folders,2575,342
942,Clothespins,5291,3623
943,"Foam sheets",7918,2967
944,Highlighters,9685,9452
945,"Crochet hooks",2036,3094
946,"Garbage bin",2122,6456
947,Mop,7691,1136
948,"Postage meter",4687,7460
949,"Greeting card",4611,4963
950,Notebook,5511,1781
951,Sequins,7792,1962
952,Chalkboard,2876,6930
953,"Label maker",8015,7490
954,Feathers,7313,7453
955,"Gift bags",2282,7031
956,Photographs,4924,1759
957,Ruler,2074,8744
958,Sponges,5196,3566
959,"Cross-stitch kit",7811,129
960,"Craft adhesive",607,6188
961,"Decorative paper",5873,5929
962,"Letter opener",9636,6251
963,Stencils,3780,8031
964,"Writing desk",6115,5880
965,Sandpaper,6506,6199
966,"Embroidery floss",8249,466
967,"Sudoku puzzle",8649,1498
968,"Ballpoint pen",6184,8583
969,"Drawing compass",3975,1913
970,"Shipping labels",8700,9023
971,"Scrapbooking materials",641,6275
972,"Cotton swabs",7179,8540
973,"Empty jars",9476,3692
974,"Push pins",7376,854
975,"Rubber gloves",8795,3448
976,Journal,7734,2920
977,Envelopes,5448,7677
978,Shears,3705,4843
979,Chalkboard,4386,1906
980,Stencils,4504,1874
981,"Safety scissors",2790,8666
982,"Paper towels",6552,5689
983,"Gift wrap",2550,9622
984,Paperweight,3497,313
985,Scissors,6309,8174
986,"Toilet paper rolls",7765,8875
987,"Activity book",566,5325
988,"Tracing paper",4912,5730
989,"Desk lamp",3489,2331
990,"Garbage bin",2994,5675
991,Bows,7494,2151
992,"Embroidery floss",7137,7083
993,Mop,4499,3504
994,"Calligraphy set",4422,3707
995,"Laundry detergent",7339,1327
996,"Felt sheets",5150,7422
997,"Cleaning brush",2461,4237
998,"Sticky notes",6823,8617
999,Yarn,9596,8982
1000,Notebook,9009,2746
1001,"USB drive",6309,3044
1002,"Cotton balls",4518,4728
1003,"Wax seals",202,9430
1004,"Ironing board",1135,4348
1005,Book,8851,4981
1006,Apron,1377,4348
1007,"Carbon paper",1558,5534
1008,"Bottle caps",900,5424
1009,Clothespins,3282,8049
1010,"Fabric markers",6669,3793
1011,Ribbons,9440,1872
1012,"Sketching set",439,6720
1013,Scissors,2838,1810
1014,"Cotton swabs",4807,3438
1015,Paperweight,6845,2220
1016,Newspaper,8996,6376
1017,"Patterned paper",6484,4425
1018,Mop,2893,9301
1019,"Empty jars",5195,28
1020,"Dish soap",7356,6293
1021,"Crossword puzzle",6939,628
1022,"Knitting needles",3336,9806
1023,Journal,5434,3121
1024,"Paper shredder",6219,8323
1025,Broom,9643,8091
1026,"Colored pencils",4850,642
1027,"Craft scissors",8653,9373
1028,"Craft punches",3038,1820
1029,"Mechanical pencil",6156,5101
1030,"Plastic lids",7186,6265
1031,Yarn,9240,188
1032,"Binder clips",3753,1376
1033,"File organizers",3295,5227
1034,"Decorative paper",4513,9427
1035,"Card game",3293,4594
1036,"File organizers",8667,5177
1037,"Bubble wrap",7511,7114
1038,Markers,562,4825
1039,"Bubble wrap",9662,5737
1040,Shears,9083,7985
1041,"Popsicle sticks",8290,7884
1042,"Wine corks",6637,3291
1043,"Sealing wax",9387,451
1044,CD,8613,3521
1045,Yarn,9355,2830
1046,"Trading cards",2859,2315
1047,String,9603,8901
1048,"Quilting thread",1177,234
1049,"Aluminum foil",1895,999
1050,Clothespins,2942,627
1051,"Wooden beads",3025,7166
1052,"Wax seals",6986,1111
1053,"Rollerball pen",9078,9868
1054,"Empty jars",6981,7606
1055,"Wax seals",5503,4158
1056,"Trash bags",6383,573
1057,"Empty jars",8861,573
1058,"Cleaning cloths",5447,7265
1059,Glitter,1891,3278
1060,Folders,9675,5712
1061,"Rollerball pen",19,4758
1062,Calculator,2821,1772
1063,"Drawing paper",9542,2336
1064,Calendar,4985,3418
1065,Beads,7244,4060
1066,"Writing desk",162,7110
1067,"Plastic lids",8836,8223
1068,String,4550,3620
1069,"Craft foam",568,8119
1070,"Embossing tool",4682,324
1071,"Fabric markers",1273,814
1072,Dustpan,8626,5777
1073,"Sewing needles",3963,4159
1074,"Wine corks",9032,2517
1075,"Heat gun",8488,9082
1076,"Jewelry findings",5240,6603
1077,"Plastic gloves",2711,5621
1078,"File organizers",8197,6104
1079,"Jigsaw puzzle",8626,7121
1080,"Wine corks",1706,1389
1081,"Gel pens",6789,8893
1082,"Envelop opener",3761,7825
1083,"Wax seals",2686,9394
1084,"Heat gun",4237,5560
1085,"Comic book",7129,1129
1086,"Label maker",3062,4096
1087,"Painting set",1390,9330
1088,Sponges,6329,2601
1089,"Construction paper",7917,406
1090,DVD,3210,4680
1091,"Sketching set",7151,6008
1092,"Hook and loop tape",6537,1074
1093,"Fabric markers",3396,4447
1094,"Quilting thread",1290,1373
1095,"Craft scissors",7803,4152
1096,"Fabric markers",5936,6571
1097,"Coloring book",2640,764
1098,"Cross-stitch kit",2864,2980
1099,"Jewelry findings",5214,9349
1100,Journal,1611,1212
1101,"Mechanical eraser",6984,6222
1102,"Foam sheets",8380,5136
1103,"Tissue paper",506,4626
1104,"Desk organizer",9343,7596
1105,Scissors,4398,837
1106,"Cleaning brush",6218,6448
1107,Dustpan,3758,4645
1108,"Rubber duck",1062,89
1109,"Drawing compass",2074,9023
1110,"Mouse pad",1351,206
1111,"Rubber bands",2274,8649
1112,"Shipping labels",4774,8705
1113,"Glitter glue",533,8316
1114,Highlighters,2210,4327
1115,"Postage stamps",7868,9067
1116,"Rubber duck",2226,1996
1117,"Comic book",5939,9984
1118,"Cleaning brush",2918,8141
1119,"Foam sheets",3845,6230
1120,"Carbon paper",5112,141
1121,"Rollerball pen",8870,852
1122,"Glitter glue",9879,6426
1123,"Sketching set",2511,4257
1124,"Craft adhesive",5406,5713
1125,Envelopes,4072,9214
1126,"Address labels",9605,4762
1127,"Desk calendar",2623,5852
1128,"Craft sticks",945,6267
1129,"Quilting fabric",2064,5
1130,"Rubber bands",6796,5738
1131,Chalk,2207,9345
1132,Whiteboard,9641,7747
1133,Eraser,1040,228
1134,"Calligraphy pen",4532,8540
1135,Sponges,1250,818
1136,"Foam sheets",2378,8805
1137,"Packing peanuts",2302,1158
1138,"Bias tape",653,1761
1139,Dustpan,3922,1434
1140,"Heat gun",7040,4295
1141,"Glue stick",2630,7160
1142,String,8187,1094
1143,"Label maker",6132,8661
1144,"Heat gun",4440,144
1145,"Sealing wax",6993,2925
1146,"Plastic bottles",2040,8594
1147,"Paper plates",4065,9121
1148,"Craft scissors",6279,8593
1149,"Letter opener",2357,3815
1150,"Sticky notes",9644,7803
1151,"Gift bags",2008,7415
1152,"Popsicle sticks",3870,2803
1153,Calculator,5524,6677
1154,Whiteboard,2736,5378
1155,"Toilet paper rolls",8784,6675
1156,Sketchpad,5500,9899
1157,"Colored cardstock",5586,1857
1158,Dustpan,9214,9591
1159,"Quilting ruler",5503,8332
1160,"Scrapbooking materials",4242,7471
1161,CD,4919,9487
1162,"Pipe cleaners",1553,2137
1163,"Craft kit",7472,425
1164,"Embossing tool",2941,6312
1165,Crayons,4291,6347
1166,"Craft scissors",7481,7908
1167,Bows,7212,4805
1168,"Packing peanuts",4448,8096
1169,Clothespins,4606,4799
1170,Magazine,6254,6477
1171,Poster,9223,9231
1172,Zippers,1802,6584
1173,"Ribbon cutter",9108,833
1174,"Plastic containers",6206,1679
1175,"Plastic wrap",6916,4263
1176,"Letter opener",5554,6513
1177,"Origami paper",5364,3936
1178,"Fabric scissors",9550,2601
1179,"Cotton balls",2689,4220
1180,"Dry erase markers",4141,1994
1181,"Writing desk",4510,4608
1182,"Decorative paper",1465,2105
1183,"Art prints",1969,85
1184,Envelopes,9152,8385
1185,"Cotton swabs",9145,7566
1186,Beads,4755,4717
1187,"Glitter glue",9832,3785
1188,"Garbage bin",5537,5878
1189,"Laundry detergent",2335,7188
1190,"Writing desk",3248,453
1191,"Egg cartons",2687,1232
1192,"Mouse pad",8679,9511
1193,"Letter opener",2002,7369
1194,"Drawing paper",7264,5121
1195,"Cross-stitch kit",30,5514
1196,"Storage boxes",2832,2246
1197,"Playing cards",2836,3825
1198,"Colored pencils",2438,6462
1199,"Sewing machine needles",2176,4005
1200,"Measuring tape",181,52
1201,"Hook and loop tape",8935,445
1202,"Index cards",3612,6342
1203,"Paper plates",9368,4434
1204,"Writing utensils",7375,8255
1205,"Laundry detergent",6376,5611
1206,"Activity book",2321,8996
1207,"Patterned paper",2348,4833
1208,Stamps,5182,5192
1209,Yarn,9960,1845
1210,"Ziplock bags",989,5411
1211,CD,7006,613
1212,"Glue stick",9781,3512
1213,"Jewelry findings",1673,5060
1214,"Stationery set",5253,334
1215,"Ribbon cutter",3785,4493
1216,"Colored pencils",1024,6055
1217,Postcard,8478,2044
1218,"Craft foam",9738,9560
1219,Zippers,1949,644
1220,"Paper towels",8147,425
1221,"Cardboard tubes",4460,1290
1222,"Rollerball pen",5872,4089
1223,"Coloring book",8268,5950
1224,"Tracing paper",7377,8728
1225,"Trash bags",1518,2432
1226,"Envelop opener",711,7217
1227,Glitter,2506,3661
1228,Chalk,8940,3620
1229,"Bottle caps",9444,2340
1230,"Desk calendar",8415,9490
1231,Clothespins,9190,3740
1232,"Sewing machine needles",7617,8486
1233,"Paper plates",3767,8660
1234,"Craft kit",3963,3225
1235,"Tracing paper",7621,1228
1236,"Rubber bands",8829,3392
1237,"Laundry detergent",8268,8723
1238,"Drawing paper",9974,1189
1239,"Desk lamp",6584,6765
1240,"Embroidery hoop",2661,6639
1241,Eraser,6007,8461
1242,Highlighters,8261,3113
1243,"Push pins",392,6526
1244,"Garbage bin",5240,3642
1245,"Mechanical pencil",5241,6779
1246,Crayons,8690,6809
1247,"Address labels",2592,8740
1248,Protractor,4926,7017
1249,"Quilting ruler",3194,1344
1250,"Crepe paper",855,139
1251,"Garbage bin",4747,9452
1252,"Heat gun",5169,4262
1253,Corkboard,1397,9302
1254,"Sewing machine needles",6430,7224
1255,Ribbons,1883,1891
1256,"Pipe cleaners",2867,5081
1257,"Paper plates",4512,9944
1258,Bows,6573,7816
1259,"Pencil sharpener",8285,135
1260,"Craft sticks",2888,809
1261,Notebook,4702,4910
1262,"Return labels",7524,6436
1263,"Sticker book",477,3640
1264,"Puzzle book",4879,788
1265,Journal,1509,9941
1266,Paperweight,8818,804
1267,"Plastic containers",8550,385
1268,Undisclosed,9261,4711
1269,Ribbons,4597,1028
1270,Yarn,176,7441
1271,Ribbons,1046,9844
1272,"Egg cartons",9754,8615
1273,"Rubber bands",1463,3307
1274,Stencils,1923,4536
1275,Folders,5195,2375
1276,"Tracing paper",132,1884
1277,"Ink pad",6587,956
1278,"Coloring book",500,2479
1279,"Postage stamps",8962,7577
1280,"Wax seals",3174,2616
1281,"Colored pencils",4341,4569
1282,Beads,6578,6502
1283,"Crochet hooks",2952,8108
1284,"Dryer sheets",8538,9920
1285,"Craft punches",1639,6352
1286,Corkboard,5976,7285
1287,"Satin ribbons",4138,4836
1288,"Trash bags",2689,2669
1289,"Letter opener",5967,2849
1290,"Greeting card",1023,6229
1291,"Playing cards",9038,858
1292,"Colored cardstock",5969,8014
1293,Highlighters,9395,4715
1294,"Snap fasteners",5250,1072
1295,"Cotton swabs",8106,769
1296,Yarn,5281,1399
1297,"Greeting card",846,1627
1298,Bookmark,3765,5920
1299,"Hole puncher",6448,5846
1300,"Gift wrap",8278,7904
1301,Poster,9220,2841
1302,"Comic book",7468,7023
1303,"Empty jars",3128,5545
1304,"Foam sheets",2001,70
1305,"Gel pens",6272,1345
1306,Notebook,1569,7364
1307,"USB drive",5795,7417
1308,"Art supplies",778,2367
1309,"Greeting card",5080,9808
1310,"Pipe cleaners",2234,1408
1311,"Craft sticks",1964,2030
1312,"Embroidery hoop",6904,4997
1313,Dustpan,3263,8860
1314,"Gift wrap",6390,8604
1315,Apron,3532,1038
1316,"Cleaning cloths",8866,6563
1317,"Coloring book",4484,9634
1318,"Egg cartons",7,3581
1319,"Bulletin board",285,8718
1320,"Origami kit",8479,3145
1321,"Craft kit",1238,3696
1322,"Fountain pen",4994,5665
1323,"Graph paper",7256,266
1324,"Board game",9723,7201
1325,"Desk organizer",9841,1652
1326,"Iron-on patches",9446,3420
1327,Yarn,4921,8843
1328,Map,3349,9384
1329,"Postage stamps",7318,6304
1330,"Craft sticks",8490,5398
1331,"Activity book",185,8569
1332,"Ink pad",3294,8658
1333,"Plastic containers",7441,2138
1334,"Colored cardstock",3877,3238
1335,Shears,5351,6454
1336,Sandpaper,9338,5761
1337,Yarn,3214,4420
1338,Shears,8696,4390
1339,"Paper plates",7078,9210
1340,"Envelop opener",5785,2313
1341,Poster,9977,3734
1342,"Garbage bin",4947,8921
1343,Broom,2046,6625
1344,"Trading cards",8719,8244
1345,"Wooden beads",2427,956
1346,Undisclosed,5262,4124
1347,"Comic book",5128,7178
1348,"Plastic wrap",7851,9103
1349,String,443,5049
1350,Stapler,7793,7030
1351,"Quilting thread",9616,4029
1352,"Bulletin board",2638,4058
1353,"Gift wrap",4256,6929
1354,"Letter opener",2350,344
1355,"Binder clips",2726,3268
1356,String,1532,6644
1357,"Gift bags",3934,2489
1358,"Embroidery floss",4469,4957
1359,"Safety scissors",2823,1784
1360,"Graph paper",7746,1981
1361,"Glue stick",4026,4631
1362,"Colored cardstock",4500,1716
1363,"Coloring book",2985,5941
1364,"Plastic containers",7885,4801
1365,"Aluminum foil",1209,7792
1366,"Safety scissors",1792,6069
1367,"Paper towels",1768,9535
1368,"Ziplock bags",1484,8295
1369,"Plastic straws",7095,3221
1370,"Craft punches",5495,2181
1371,"Scrapbook paper",9243,3416
1372,Stapler,4674,834
1373,Whiteboard,2311,2617
1374,"Egg cartons",1367,7012
1375,"Plastic wrap",3092,7286
1376,Beads,1293,4726
1377,"Elastic bands",4725,4345
1378,"Rubber duck",3963,1451
1379,Undisclosed,2180,4676
1380,"Trading cards",3865,7728
1381,Highlighters,8470,8436
1382,Whiteboard,6318,4672
1383,"Cleaning cloths",7626,35
1384,"Bubble wrap",5445,3559
1385,Markers,6236,6472
1386,"Activity book",5222,4500
1387,"Desk organizer",4416,7808
1388,"Paper towels",1452,5582
1389,"Gel pens",8183,9620
1390,Shears,17,9347
1391,"Scrapbooking materials",2290,6129
1392,"Washi tape",6817,9472
1393,"Hook and loop tape",1106,3933
1394,Journal,608,8274
1395,Beads,2540,9132
1396,"Gift bags",4528,4695
1397,Markers,471,7650
1398,"Watercolor paper",7230,3741
1399,"Desk lamp",5756,9003
1400,"Stationery set",3941,2002
1401,"Quilting thread",9548,8623
1402,"Postage stamps",5477,6743
1403,Calendar,887,3216
1404,CD,7356,462
1405,"Rubber duck",8750,9731
1406,"Glue stick",3587,4376
1407,"Sewing needles",8825,6778
1408,"Sewing needles",175,6855
1409,"Ballpoint pen",1219,8919
1410,"Rollerball pen",6831,8159
1411,"Plastic containers",4840,52
1412,"Graph paper",909,7207
1413,"Satin ribbons",31,7572
1414,"Safety scissors",753,445
1415,"Graph paper",160,7650
1416,Chalk,6885,5132
1417,String,8082,9469
1418,Apron,4742,6928
1419,"Sewing machine needles",594,8719
1420,"Card game",9856,8212
1421,"Washi tape",2376,972
1422,"Bias tape",8295,537
1423,Calculator,2205,6929
1424,Calculator,677,8894
1425,"Drawing compass",3868,1168
1426,"Jewelry findings",6384,6560
1427,Stapler,5001,9627
1428,"Colored pencils",4933,7936
1429,"Modeling clay",7402,391
1430,"Postage meter",3875,5175
1431,Shears,8379,5815
1432,"Puzzle book",7084,159
1433,"Fabric scissors",6504,7100
1434,"Craft scissors",8687,5761
1435,"Foam sheets",1127,322
1436,"Jewelry findings",8508,6133
1437,Sandpaper,1294,99
1438,"Cotton balls",8009,545
1439,"Origami kit",8076,3889
1440,"Paper shredder",2207,1835
1441,"Rubber bands",9957,7418
1442,"Cleaning cloths",6830,106
1443,"Ballpoint pen",9269,1665
1444,Stapler,8434,160
1445,"Carbon paper",993,258
1446,"Playing cards",9482,5884
1447,"Calligraphy set",2934,52
1448,Undisclosed,4812,1595
1449,"Desk lamp",1976,3813
1450,"Card game",7802,6040
1451,Pom-poms,5080,7623
1452,"Index cards",9269,9861
1453,Folders,2775,9570
1454,"Mechanical eraser",4916,6599
1455,"Envelop opener",3222,1363
1456,"Writing desk",598,7644
1457,"Calligraphy set",6544,969
1458,"Origami kit",9795,794
1459,"Tape dispenser",8043,1851
1460,"Cardboard tubes",9883,2279
1461,Zippers,6161,3842
1462,"Board game",146,9329
1463,"Pencil sharpener",2167,7790
1464,"Paper plates",767,5401
1465,Letter,9605,2270
1466,"Scrapbooking materials",7214,5596
1467,"Heat gun",9625,9540
1468,"Wooden dowels",9821,8694
1469,"Paper shredder",5469,3403
1470,Glitter,9950,5674
1471,"Plastic wrap",9221,7144
1472,"Paper towels",3150,6635
1473,Apron,7061,3791
1474,"Bias tape",2403,6962
1475,"Pencil sharpener",4753,2104
1476,"Rubber gloves",7726,5241
1477,"Mouse pad",8919,8483
1478,Postcard,749,314
1479,"Shipping labels",5935,5687
1480,"Art prints",3215,7165
1481,Chalk,1836,4429
1482,Calculator,7211,8845
1483,"Satin ribbons",6120,2935
1484,"Drawing paper",1670,8905
1485,"Sewing thread",5062,9602
1486,"Rubber duck",6580,9995
1487,Calendar,1769,5087
1488,"Paper plates",6065,2195
1489,"Trash bags",2272,9728
1490,"Elastic bands",4842,6288
1491,"Newsprint paper",6893,691
1492,Sketchpad,7999,5413
1493,Calendar,7681,8081
1494,Beads,3064,9592
1495,"Cotton balls",8940,3531
1496,"Plastic containers",4413,6707
1497,Mop,8084,7358
1498,Bookmark,7363,3304
1499,CD,5473,9620
1500,Postcard,3569,2026
1501,Notebook,4052,4348
1502,"Painting set",6271,9771
1503,"Desk calendar",4437,5144
1504,"Felt sheets",9367,5780
1505,"Plastic gloves",6196,9082
1506,Buttons,1941,3649
1507,Protractor,3103,3854
1508,Stapler,3741,4384
1509,Highlighters,3924,7964
1510,"Cardboard tubes",802,8868
1511,"Glitter glue",9337,2743
1512,Pom-poms,3680,4472
1513,Sponges,2444,2044
1514,"Embroidery hoop",7494,6902
1515,"Mechanical eraser",4370,6545
1516,"Packing peanuts",8438,8716
1517,"Sticky notes",5175,6219
1518,"Fountain pen",3067,7382
1519,Highlighters,3601,6615
1520,Clothespins,9387,986
1521,Undisclosed,4566,4991
1522,"Embroidery hoop",9052,6621
1523,"Greeting card",5042,2512
1524,Stamps,3272,4397
1525,Corkboard,6106,7356
1526,"Craft sticks",4545,9970
1527,"Tape dispenser",1150,9385
1528,"Drawing compass",7200,871
1529,"Sticky notes",9911,9431
1530,"Shipping labels",4722,7389
1531,"Pipe cleaners",74,6439
1532,"Scrapbook paper",6208,4784
1533,Stencils,7979,6997
1534,"Fabric glue",2829,5887
1535,Sponges,2383,8336
1536,"Trash bags",4538,241
1537,"Origami paper",2343,4215
1538,Dustpan,5907,5357
1539,"Card game",9146,744
1540,DVD,562,457
1541,"Postage meter",4376,8578
1542,Dustpan,3768,9306
1543,"Craft kit",3836,9991
1544,Sketchpad,3477,6222
1545,"Pencil sharpener",865,3091
1546,"USB drive",5462,939
1547,"Plastic lids",5864,5592
1548,Paperweight,8809,835
1549,"Rubber gloves",2279,2946
1550,Feathers,424,9915
1551,"Sealing wax",9924,8593
